Student Code,first_elective_sub,second_elective_sub,third_elective_sub,fourth_elective_sub,fifth_elective_sub,sixth_elective_sub
26-2489,COMPUTER SCIENCE,PHYSICS,MATHEMATICS,CHEMISTRY,BIOLOGY,ENGLISH
